Peak Name,RT,RRT,LCAP ,Area ,Height ,As (EP),Amount ,id,excel_sheet
,2.09335,n.a.,0.010206328576600676,0.006001256411896328,0.11064327117330484,0.669932148183895,n.a.,JJS-21-017,JJS-21-017-FILTER-AVGJJS-21-017.xls
,2.27335,n.a.,0.05129586363970803,0.03016164218711511,0.6365170708266246,0.9473754300008977,n.a.,JJS-21-017,JJS-21-017-FILTER-AVGJJS-21-017.xls
,2.506683333333333,n.a.,0.09349713743274432,0.05497572327806531,1.2062160627474614,1.0527822612911184,n.a.,JJS-21-017,JJS-21-017-FILTER-AVGJJS-21-017.xls
Cis Acid,3.850016666666667,n.a.,0.1253752964939534,0.07371987843922018,0.8636840794350971,0.9808084182616369,0.0008058817023504021,JJS-21-017,JJS-21-017-FILTER-AVGJJS-21-017.xls
,5.42335,n.a.,0.2776345072175208,0.16324732778275444,1.45842425335504,0.9476807541599817,n.a.,JJS-21-017,JJS-21-017-FILTER-AVGJJS-21-017.xls
Cis Mono Ester,7.9466833333333335,n.a.,0.21546422638989451,0.12669159732140448,1.099553623060943,0.9579388326624776,n.a.,JJS-21-017,JJS-21-017-FILTER-AVGJJS-21-017.xls
,10.26335,n.a.,0.012362331937733688,0.007268972701643576,0.06903244949695334,0.8854699003709663,n.a.,JJS-21-017,JJS-21-017-FILTER-AVGJJS-21-017.xls
,11.496683333333333,n.a.,0.011635480672361987,0.006841588771754489,0.05376581516989529,0.6802220466470148,n.a.,JJS-21-017,JJS-21-017-FILTER-AVGJJS-21-017.xls
Cis/Trans Atracurium,13.086683333333333,n.a.,0.08779425515931517,0.051622464703951744,0.5148610815117525,n.a.,n.a.,JJS-21-017,JJS-21-017-FILTER-AVGJJS-21-017.xls
Cis,13.366683333333333,n.a.,97.99396899078647,57.61983168770328,577.5440244062864,1.1949374914455086,0.5010968603662719,JJS-21-017,JJS-21-017-FILTER-AVGJJS-21-017.xls
cis-monoacrylate,15.280016666666667,n.a.,0.25594688391121,0.15049514295458982,0.9141791247091928,n.a.,n.a.,JJS-21-017,JJS-21-017-FILTER-AVGJJS-21-017.xls
,16.216683333333332,n.a.,0.8648186977824907,0.5085079043108357,0.3660678393244732,n.a.,n.a.,JJS-21-017,JJS-21-017-FILTER-AVGJJS-21-017.xls
,2.2700666666666667,n.a.,0.050871453642555554,0.03026986963140767,0.6409850908825035,0.9951274511315372,n.a.,JJS-21-017,JJS-21-017-PF4JJS-21-017.xls
,2.5100666666666664,n.a.,0.09184944339733689,0.054652864785231195,1.1965800974841,0.9764518506041754,n.a.,JJS-21-017,JJS-21-017-PF4JJS-21-017.xls
Cis Acid,3.8500666666666667,n.a.,0.12061869278935619,0.07177133430270913,0.8588252367463811,1.0021417978697276,0.0007845808524428553,JJS-21-017,JJS-21-017-PF4JJS-21-017.xls
,5.4234,n.a.,0.28429884895052254,0.16916538604457435,1.5008616861550368,0.9476038733976576,n.a.,JJS-21-017,JJS-21-017-PF4JJS-21-017.xls
Cis Mono Ester,7.946733333333333,n.a.,0.20689743300029464,0.12310948234341057,1.0976069667133979,0.9173076043717462,n.a.,JJS-21-017,JJS-21-017-PF4JJS-21-017.xls
,10.2634,n.a.,0.010050503411172139,0.005980317175990879,0.05902887718060731,0.8081234515144623,n.a.,JJS-21-017,JJS-21-017-PF4JJS-21-017.xls
,11.496733333333333,n.a.,0.011760538606738404,0.006997833655834666,0.04910496313188592,0.9738556947023549,n.a.,JJS-21-017,JJS-21-017-PF4JJS-21-017.xls
Cis/Trans Atracurium,13.086733333333333,n.a.,0.08931605529302308,0.05314543139867689,0.5383828223057514,n.a.,n.a.,JJS-21-017,JJS-21-017-PF4JJS-21-017.xls
Cis,13.366733333333332,n.a.,98.0076028933911,58.31713367805168,582.4140854998973,1.1927011817492463,0.5071610196644898,JJS-21-017,JJS-21-017-PF4JJS-21-017.xls
cis-monoacrylate,15.276733333333333,n.a.,0.24728302881203681,0.14713998732559036,0.9210651547322182,n.a.,n.a.,JJS-21-017,JJS-21-017-PF4JJS-21-017.xls
,16.2334,n.a.,0.8794511087058862,0.5232968295888232,0.3742323717277668,n.a.,n.a.,JJS-21-017,JJS-21-017-PF4JJS-21-017.xls
,2.27,n.a.,0.05083069165146275,0.07414595075648213,1.543157269752731,0.9966360954130249,n.a.,JJS-21-017,JJS-21-017-M4JJS-21-017.xls
,2.506666666666667,n.a.,0.038062158166066326,0.055520686683109007,1.212670468923329,1.0135413019041843,n.a.,JJS-21-017,JJS-21-017-M4JJS-21-017.xls
Cis Acid,3.8533333333333335,n.a.,0.2163777644414277,0.31562692825585636,3.7515411460446417,0.9633524115154368,0.0034503307877829484,JJS-21-017,JJS-21-017-M4JJS-21-017.xls
,5.426666666666667,n.a.,0.33613041881076705,0.49030828956232886,4.371716312345917,0.9464855989620219,n.a.,JJS-21-017,JJS-21-017-M4JJS-21-017.xls
Cis Mono Ester,7.953333333333333,n.a.,0.3072192326539179,0.4481359854788856,3.962078901912019,0.9442227092067397,n.a.,JJS-21-017,JJS-21-017-M4JJS-21-017.xls
,10.26,n.a.,0.011326762417321543,0.0165221747164821,0.14582015796844955,0.9832883765814426,n.a.,JJS-21-017,JJS-21-017-M4JJS-21-017.xls
,11.5,n.a.,0.009676207196548452,0.014114535116386787,0.11299916237453347,0.8845853595900768,n.a.,JJS-21-017,JJS-21-017-M4JJS-21-017.xls
Cis/Trans Atracurium,13.086666666666666,n.a.,0.08173528529780318,0.11922600778900742,1.275739027636208,n.a.,n.a.,JJS-21-017,JJS-21-017-M4JJS-21-017.xls
Cis,13.32,n.a.,98.39392090024147,143.52570419128972,1224.9189625770607,1.5945786217367044,1.2481862172371139,JJS-21-017,JJS-21-017-M4JJS-21-017.xls
cis-monoacrylate,15.286666666666667,n.a.,0.20705716229137996,0.30203110876992745,2.4152342298453138,0.7833257843036641,n.a.,JJS-21-017,JJS-21-017-M4JJS-21-017.xls
,16.403333333333332,n.a.,0.3476634168318417,0.5071312969927344,0.36807874206231483,1.8801781779368996,n.a.,JJS-21-017,JJS-21-017-M4JJS-21-017.xls
,2.093383333333333,n.a.,0.010791606026861873,0.006403867161277558,0.121918948186682,0.6684171435661255,n.a.,JJS-21-017,JJS-21-017-FILTERENDJJS-21-017.xls
,2.2733833333333333,n.a.,0.05152297009577336,0.0305743422643974,0.6382142510000128,0.9333679507604412,n.a.,JJS-21-017,JJS-21-017-FILTERENDJJS-21-017.xls
,2.5067166666666667,n.a.,0.09193244262789667,0.05455380310728573,1.192855649807356,1.0438336827684391,n.a.,JJS-21-017,JJS-21-017-FILTERENDJJS-21-017.xls
Cis Acid,3.85005,n.a.,0.12510633957711081,0.07423958748042547,0.8911197747287258,0.9883526629866124,0.000811562992332435,JJS-21-017,JJS-21-017-FILTERENDJJS-21-017.xls
,5.42005,n.a.,0.2795412853344729,0.16588311813077866,1.4794339403820038,0.9549522272276944,n.a.,JJS-21-017,JJS-21-017-FILTERENDJJS-21-017.xls
Cis Mono Ester,7.943383333333333,n.a.,0.21076239422603324,0.12506890743201188,1.1132652881678802,0.9507393413391945,n.a.,JJS-21-017,JJS-21-017-FILTERENDJJS-21-017.xls
,10.256716666666666,n.a.,0.010080101745033829,0.005981652071682414,0.06377696996906489,1.0148912495436746,n.a.,JJS-21-017,JJS-21-017-FILTERENDJJS-21-017.xls
Cis/Trans Atracurium,13.09005,n.a.,0.08815032059930297,0.05230944698470601,0.5192363573233553,n.a.,n.a.,JJS-21-017,JJS-21-017-FILTERENDJJS-21-017.xls
Cis,13.366716666666667,n.a.,98.01994756548964,58.166200823337526,583.7853806267836,1.2226400115941651,0.5058484163921771,JJS-21-017,JJS-21-017-FILTERENDJJS-21-017.xls
cis-monoacrylate,15.28005,n.a.,0.2491853441479747,0.14786954216905335,0.9139777396230977,n.a.,n.a.,JJS-21-017,JJS-21-017-FILTERENDJJS-21-017.xls
,16.366716666666665,n.a.,0.8629796301298839,0.5121023599716472,0.3731543805804282,n.a.,n.a.,JJS-21-017,JJS-21-017-FILTERENDJJS-21-017.xls
,2.09335,n.a.,0.01016305462497926,0.006010942166681348,0.12272113089778641,0.6572294539261371,n.a.,JJS-21-017,JJS-21-017-PF3JJS-21-017.xls
,2.270016666666667,n.a.,0.05277688344051529,0.031214905931814505,0.6499319446841656,1.0120815089756101,n.a.,JJS-21-017,JJS-21-017-PF3JJS-21-017.xls
,2.506683333333333,n.a.,0.09329108456602818,0.055177044174798844,1.2016389530167346,1.0753593610192758,n.a.,JJS-21-017,JJS-21-017-PF3JJS-21-017.xls
Cis Acid,3.85335,n.a.,0.12115684232189565,0.07165825622000258,0.8496551407407177,0.9781404167797026,0.0007833447196694515,JJS-21-017,JJS-21-017-PF3JJS-21-017.xls
,5.42335,n.a.,0.2818647822123764,0.16670902275173843,1.4621960952688264,0.9459754051167368,n.a.,JJS-21-017,JJS-21-017-PF3JJS-21-017.xls
Cis Mono Ester,7.9500166666666665,n.a.,0.21220070275111438,0.125506178903244,1.1013172577147534,0.9284657884568774,n.a.,JJS-21-017,JJS-21-017-PF3JJS-21-017.xls
,10.27335,n.a.,0.011581085387955794,0.006849636951010953,0.06335574607278224,0.9218110048835466,n.a.,JJS-21-017,JJS-21-017-PF3JJS-21-017.xls
Cis/Trans Atracurium,13.09335,n.a.,0.08839654185847264,0.05228216520060182,0.5201870832953892,n.a.,n.a.,JJS-21-017,JJS-21-017-PF3JJS-21-017.xls
Cis,13.366683333333333,n.a.,98.0084598768599,57.96713743103753,581.2438894898803,1.2235274759760526,0.5041172408928104,JJS-21-017,JJS-21-017-PF3JJS-21-017.xls
cis-monoacrylate,15.28335,n.a.,0.2308234303937252,0.13652059759685797,0.8976885295749947,n.a.,n.a.,JJS-21-017,JJS-21-017-PF3JJS-21-017.xls
,16.38335,n.a.,0.8892857155830364,0.5259683435024712,0.3789333393467299,n.a.,n.a.,JJS-21-017,JJS-21-017-PF3JJS-21-017.xls
,2.27,n.a.,0.051526139799759826,0.041629110191292854,0.8717217209182341,0.984293779171702,n.a.,JJS-21-017,JJS-21-017-M3JJS-21-017.xls
,2.506666666666667,n.a.,0.0686706103443635,0.05548050787499839,1.215499361246358,1.0168037754682526,n.a.,JJS-21-017,JJS-21-017-M3JJS-21-017.xls
Cis Acid,3.8533333333333335,n.a.,0.14805799532697317,0.11961933546974575,1.4176346108747702,0.9753144401528102,0.0013076396182864118,JJS-21-017,JJS-21-017-M3JJS-21-017.xls
,5.423333333333333,n.a.,0.310886954444284,0.25117245991823484,2.233530612397019,0.9648994357490069,n.a.,JJS-21-017,JJS-21-017-M3JJS-21-017.xls
Cis Mono Ester,7.953333333333333,n.a.,0.2413708684138328,0.19500887350024868,1.7149380803626764,0.9379697549555291,n.a.,JJS-21-017,JJS-21-017-M3JJS-21-017.xls
,10.27,n.a.,0.011135103258440032,0.008996296682391582,0.08400868293609937,1.0218644911975883,n.a.,JJS-21-017,JJS-21-017-M3JJS-21-017.xls
,11.49,n.a.,0.010318868692951766,0.008336842688735115,0.0631319126702211,0.9313860585787049,n.a.,JJS-21-017,JJS-21-017-M3JJS-21-017.xls
Cis/Trans Atracurium,13.096666666666666,n.a.,0.0837006220733457,0.06762358742401481,0.6945523326425488,n.a.,n.a.,JJS-21-017,JJS-21-017-M3JJS-21-017.xls
Cis,13.36,n.a.,98.02944626334673,79.20016202159401,761.6495495018366,1.323749540828085,0.688772448080414,JJS-21-017,JJS-21-017-M3JJS-21-017.xls
cis-monoacrylate,15.29,n.a.,0.18645078112992872,0.1506377179248077,1.191416648328293,0.7728631602709749,n.a.,JJS-21-017,JJS-21-017-M3JJS-21-017.xls
,16.83,n.a.,0.8584357931694117,0.6935493007020466,0.4487724596423506,0.952909425309575,n.a.,JJS-21-017,JJS-21-017-M3JJS-21-017.xls
,2.2634,n.a.,0.051745099137500854,0.03756393371543901,0.7939291090544481,1.025752219031626,n.a.,JJS-21-017,JJS-21-017-FILLALL_2JJS-21-017.xls
,2.5000666666666667,n.a.,0.07573112043814073,0.05497639072591099,1.190610902496468,1.0383456055784261,n.a.,JJS-21-017,JJS-21-017-FILLALL_2JJS-21-017.xls
Cis Acid,3.8500666666666667,n.a.,0.1373819576458806,0.09973131439933987,1.1405824992955236,0.9856862554629721,0.0010902302489829414,JJS-21-017,JJS-21-017-FILLALL_2JJS-21-017.xls
,5.426733333333333,n.a.,0.2775430111221976,0.20148009080577656,1.7561842662574774,0.9576120199307837,n.a.,JJS-21-017,JJS-21-017-FILLALL_2JJS-21-017.xls
Cis Mono Ester,7.960066666666667,n.a.,0.2198791139627033,0.1596194538222187,1.3856947727112507,0.9385722085301234,n.a.,JJS-21-017,JJS-21-017-FILLALL_2JJS-21-017.xls
,10.266733333333333,n.a.,0.011620056220800309,0.008435485271521676,0.07870131076089125,1.3299306007051312,n.a.,JJS-21-017,JJS-21-017-FILLALL_2JJS-21-017.xls
,11.510066666666667,n.a.,0.012075256269534351,0.008765934043345906,0.05942038747652824,1.2987296440232945,n.a.,JJS-21-017,JJS-21-017-FILLALL_2JJS-21-017.xls
Cis/Trans Atracurium,13.116733333333332,n.a.,0.08531981169407148,0.06193722312857915,0.6214822983082335,n.a.,n.a.,JJS-21-017,JJS-21-017-FILLALL_2JJS-21-017.xls
Cis,13.3834,n.a.,98.0322239175875,71.16569535275191,688.5293880315936,1.2574678396356977,0.618899872882777,JJS-21-017,JJS-21-017-FILLALL_2JJS-21-017.xls
cis-monoacrylate,15.310066666666666,n.a.,0.17245966048098632,0.12519568737669962,0.9674741126456219,0.7897970005497756,n.a.,JJS-21-017,JJS-21-017-FILLALL_2JJS-21-017.xls
,16.4234,n.a.,0.9240209954406735,0.6707855237106387,0.4164991602153208,n.a.,n.a.,JJS-21-017,JJS-21-017-FILLALL_2JJS-21-017.xls
,2.09335,n.a.,0.011561822307074126,0.006804941228409246,0.12595344950672235,0.6605786612277704,n.a.,JJS-21-017,JJS-21-017-S2JJS-21-017.xls
,2.27335,n.a.,0.05169309860346692,0.030425004689418736,0.6378909987773095,0.9434564390861132,n.a.,JJS-21-017,JJS-21-017-S2JJS-21-017.xls
,2.506683333333333,n.a.,0.0931956641746192,0.054852167816384585,1.19629058543485,1.0412755484095535,n.a.,JJS-21-017,JJS-21-017-S2JJS-21-017.xls
Cis Acid,3.85335,n.a.,0.12408981175464755,0.07303553484973392,0.8536602973402937,0.9515331850153049,0.0007984006811039758,JJS-21-017,JJS-21-017-S2JJS-21-017.xls
,5.426683333333333,n.a.,0.27789809960396594,0.16356247182025496,1.4583209705069897,0.9668743982196784,n.a.,JJS-21-017,JJS-21-017-S2JJS-21-017.xls
Cis Mono Ester,7.95335,n.a.,0.2094432925924269,0.1232720291769183,1.088678054050095,0.9137077998508712,n.a.,JJS-21-017,JJS-21-017-S2JJS-21-017.xls
,10.276683333333333,n.a.,0.009958653097927593,0.005861364000037339,0.05867035895631512,0.7050793852158586,n.a.,JJS-21-017,JJS-21-017-S2JJS-21-017.xls
,11.490016666666667,n.a.,0.010180801591224063,0.005992113928613667,0.05575323793020713,1.0351163124486176,n.a.,JJS-21-017,JJS-21-017-S2JJS-21-017.xls
Cis/Trans Atracurium,13.09335,n.a.,0.0883859403980724,0.05202130891239869,0.5185877927690217,n.a.,n.a.,JJS-21-017,JJS-21-017-S2JJS-21-017.xls
Cis,13.37335,n.a.,98.02833014482526,57.69652980624704,578.7731790302832,1.1774329741810121,0.501763873532964,JJS-21-017,JJS-21-017-S2JJS-21-017.xls
cis-monoacrylate,15.286683333333333,n.a.,0.2464527078023125,0.1450546590005036,0.9227815164705463,n.a.,n.a.,JJS-21-017,JJS-21-017-S2JJS-21-017.xls
,16.236683333333332,n.a.,0.8488099632490114,0.49958404138970497,0.359786718291953,n.a.,n.a.,JJS-21-017,JJS-21-017-S2JJS-21-017.xls
,2.093366666666667,n.a.,0.01041813232193661,0.006175491343726238,0.12624203365071995,0.6587084396872308,n.a.,JJS-21-017,JJS-21-017-S1JJS-21-017.xls
,2.2733666666666665,n.a.,0.052908302730112725,0.03136212474793392,0.6427280610825197,0.9496969840675799,n.a.,JJS-21-017,JJS-21-017-S1JJS-21-017.xls
,2.5100333333333333,n.a.,0.09259344129405024,0.05488603691404623,1.2005725886678067,0.9731603701802809,n.a.,JJS-21-017,JJS-21-017-S1JJS-21-017.xls
Cis Acid,3.8533666666666666,n.a.,0.2414010090921116,0.14309377112403554,1.6933705600920719,0.9606894627423191,0.0015642545038140787,JJS-21-017,JJS-21-017-S1JJS-21-017.xls
,5.4267,n.a.,0.3132035527855125,0.18565571728999636,1.63877238057088,0.9427098133112459,n.a.,JJS-21-017,JJS-21-017-S1JJS-21-017.xls
Cis Mono Ester,7.950033333333334,n.a.,0.2940235583681516,0.1742865115785534,1.5422557364437395,0.9289853373720397,n.a.,JJS-21-017,JJS-21-017-S1JJS-21-017.xls
,10.263366666666666,n.a.,0.011708402454284356,0.00694031672577714,0.061821703652208196,1.0679658205170492,n.a.,JJS-21-017,JJS-21-017-S1JJS-21-017.xls
,11.480033333333333,n.a.,0.011342782055430892,0.00672359020144081,0.05377215304628607,0.9097226417384511,n.a.,JJS-21-017,JJS-21-017-S1JJS-21-017.xls
Cis/Trans Atracurium,13.093366666666666,n.a.,0.08740175458456967,0.0518085931512878,0.5212586517492048,n.a.,n.a.,JJS-21-017,JJS-21-017-S1JJS-21-017.xls
Cis,13.370033333333334,n.a.,97.75508596699832,57.94567284610898,578.36853214239,1.1808010491191934,0.5039305718970546,JJS-21-017,JJS-21-017-S1JJS-21-017.xls
cis-monoacrylate,15.283366666666666,n.a.,0.27357995214718156,0.16216828257638233,1.0222568315529783,n.a.,n.a.,JJS-21-017,JJS-21-017-S1JJS-21-017.xls
,16.223366666666667,n.a.,0.856333145168323,0.5076032595782786,0.36201277927830366,n.a.,n.a.,JJS-21-017,JJS-21-017-S1JJS-21-017.xls
,1.98005,n.a.,3.331678929284288,0.0026791481899261552,0.10819138539285098,n.a.,n.a.,JJS-21-017,JJS-21-017-DILUENTJJS-21-017.xls
,2.09005,n.a.,10.219444089800847,0.008217900258811294,0.12790891711978497,n.a.,n.a.,JJS-21-017,JJS-21-017-DILUENTJJS-21-017.xls
,2.5067166666666667,n.a.,74.17937749383263,0.059650869474731624,1.3038587530352768,0.9719616076746292,n.a.,JJS-21-017,JJS-21-017-DILUENTJJS-21-017.xls
,3.1567166666666666,n.a.,9.45788616903787,0.007605498353272828,0.0905195972974174,1.0640559498834128,n.a.,JJS-21-017,JJS-21-017-DILUENTJJS-21-017.xls
,12.24005,n.a.,2.81161331804438,0.0022609407724138216,0.07287845679717325,1.9220591896144528,n.a.,JJS-21-017,JJS-21-017-DILUENTJJS-21-017.xls
,2.093383333333333,n.a.,0.010539269933362174,0.00611849440210669,0.12093948004647831,0.6611269162264565,n.a.,JJS-21-017,JJS-21-017-S5JJS-21-017.xls
,2.2733833333333333,n.a.,0.0521463935723788,0.030273199109615005,0.6373541865415875,0.9317343092133729,n.a.,JJS-21-017,JJS-21-017-S5JJS-21-017.xls
,2.5067166666666667,n.a.,0.09519252309308061,0.055263307928352934,1.2079090822561729,1.0621196504467236,n.a.,JJS-21-017,JJS-21-017-S5JJS-21-017.xls
Cis Acid,3.8533833333333334,n.a.,0.12422267302864885,0.0721165445373548,0.8535257230292173,0.9737260397011204,0.0007883545783015382,JJS-21-017,JJS-21-017-S5JJS-21-017.xls
